,sentiment,text
3009,negative,thanks for the reply the box be not and I be not miss one it be add to my bag
3010,negative,no wifi on flight ua688 to ord really wow
3011,neutral,give belfast a hug with the new unmissable bushug format busads thinkbus
3012,negative,be the bad
3013,negative,haha and you have to clean a plane that be held overnight in a hangar sound lovely also do not lie on screensand say it be weather
3014,negative,no because you will charge me or delay me far united 1612 still wait
3015,neutral,how do you save the 200 on checked snowboard try to check in this morning website want 200 premgold
3016,neutral,travel from fra thru iad to tomorrow concerned iad weather cannot change until advisory issue any advice
3017,negative,i do and then she make me feel guilty because it be economy and i do not pay for the extra leg room
3018,negative,my flight cancel flightled new flight 5012 hopefully will not
3019,negative,4781 cancel flightled 5102newflight i will be upset if this one cancel flight too i could have rent a car if they would have be honest
3020,positive,enjoy heathrow lounge so much i almost miss my flight
3021,positive,hi flight if i try and book a new one way flight departure show up a 355pm which seem
3022,negative,stuck in ord because united cannot find their airplane lol upset terminal right now
3023,neutral,who can i contact about request a charity donation thankyou
3024,negative,wth be honest with your customer this well be the last change or we be drive home have our plane left or not
3025,negative,2nd time in a row I have be over charge by 100 of on my plane ticket why united i should not have to check my cc everytime
3026,neutral,i need a customer service manager to contact me please
3027,negative,be flight 5001 really go to leave newark today if not tell u now and i will rent a car i do not want to end up strand
3028,negative,thanks for the reply i saw that but it be not helpful to a hungry vegetarian not fly those specific flight shrug
3029,negative,so that my boarding pas say priority a because clearly i be not a priority to this airline
3030,negative,I be sure you will offer me nothing for the inconvenience you have put me through twice this month tweet do not cut it
3031,negative,or you will cancel flight my flight like you just do
3032,negative,screw me over twice in one month learn my lesson we be through
3033,negative,what be the point of offering a free checked bag of you lose it
3034,neutral,will do cheer
3035,positive,please send me the linkemail to formally compliment irene in on some of the best customer service ever paxex
3036,positive,thnx lo emoticonsmiley
3037,neutral,yes houston intl
3038,neutral,hi my 223 flight from cunewr show a departure of 255pm on my united app can you confirm do not look correct thanks
3039,negative,flight from vega to houston cancel flight this morning due to what do this mean thank god i woke up early today
3040,neutral,will do thanks
3041,negative,education of that staff be need he also turn away other first class cabin passenger with mileage
3042,negative,item not mysteriously end up in my checked bag after a ewr to yow flight miss a black box
3043,negative,my guessflight be go to be cancel flightled because there be 16 empty seat and those who confirm be not frustrate
3044,negative,instead of make seat smallerthinner so u can jam more people on a flightu should concentrate on maint happy customer
3045,negative,i need assistance with pull your agent head out of their ass
3046,negative,gate be definitely not full we be park and be chocked customer service call it an unmet arrival
3047,negative,another
3048,positive,in spite of flight delay great customer service by janet and baggage employee karen you have 2 wonderful employee united
3049,negative,i really have a hard time believe that 4 plane in this terminal be all delayed for mechanical issue whatgives dullessucks
